"","genes","p.value","FDR","perc_enrich","size","MaxZscore","DAM"
"TNNC2","TNNC2",1,1,0,2,0,""
"TNNI1","TNNI1",1,1,0,1,0,""
"TNNI2","TNNI2",1,1,0,1,0,""
"TNNI3","TNNI3",1,1,0,1,0,""
"TNNT1","TNNT1",1,1,0,1,0,""
"TNNT2","TNNT2",1,1,0,1,0,""
"TNNT3","TNNT3",1,1,0,1,0,""
"TOP1MT","TOP1MT",1,1,0,4,0,""
"TOR2A","TOR2A",1,1,0,1,0,""
"PTP4A3","PTP4A3",1,1,0,5,0,""
"TPCN1","TPCN1",1,1,0,1,0,""
"TPCN2","TPCN2",1,1,0,1,0,""
"TPM1","TPM1",1,1,0,1,0,""
"TPM2","TPM2",1,1,0,1,0,""
"TPM3","TPM3",1,1,0,1,0,""
"TRHR","TRHR",1,1,0,1,0,""
"TCHH","TCHH",1,1,0,1,0,""
"TRPC1","TRPC1",1,1,0,1,0,""
"TRPC4","TRPC4",1,1,0,1,0,""
"TRPC5","TRPC5",1,1,0,1,0,""
"TRPC6","TRPC6",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"TRPC7","TRPC7",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"TRPM1","TRPM1",0.583484827908395,1,0.333333333333333,3,2.06579273986552,"HMDB0000162"
"TRPM3","TRPM3",1,1,0,1,0,""
"TRPM4","TRPM4",1,1,0,1,0,""
"TRPV2","TRPV2",1,1,0,2,0,""
"TRPV3","TRPV3",1,1,0,2,0,""
"TRPV5","TRPV5",1,1,0,1,0,""
"PRSS1","PRSS1",1,1,0,4,0,""
"PRSS2","PRSS2",1,1,0,3,0,""
"PRSS3","PRSS3",1,1,0,1,0,""
"TTBK1","TTBK1",1,1,0,5,0,""
"TXLNA","TXLNA",1,1,0,1,0,""
"ERP44","ERP44",1,1,0,1,0,""
"UBXN4","UBXN4",1,1,0,1,0,""
"UGGT1","UGGT1",1,1,0,2,0,""
"UNC13A","UNC13A",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"UNC13B","UNC13B",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"UNC13C","UNC13C",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"UTS2R","UTS2R",1,1,0,1,0,""
"VAMP4","VAMP4",1,1,0,1,0,""
"VAMP7","VAMP7",1,1,0,1,0,""
"VIL1","VIL1",1,1,0,1,0,""
"VSNL1","VSNL1",1,1,0,1,0,""
"XCR1","XCR1",1,1,0,1,0,""
"SERPINA10","SERPINA10",1,1,0,1,0,""
"ABCC11","ABCC11",1,1,0,5,0,""
"ADM2","ADM2",1,1,0,1,0,""
"AKAP2","AKAP2",1,1,0,1,0,""
"AKAP5","AKAP5",1,1,0,1,0,""
"AKAP8","AKAP8",1,1,0,1,0,""
"ASIP","ASIP",1,1,0,1,0,""
"ATF1","ATF1",1,1,0,1,0,""
"ATF2","ATF2",1,1,0,1,0,""
"ATF3","ATF3",1,1,0,1,0,""
"ATF4","ATF4",1,1,0,1,0,""
"ATF5","ATF5",1,1,0,1,0,""
"ATF7","ATF7",1,1,0,1,0,""
"BATF","BATF",1,1,0,1,0,""
"CNGA2","CNGA2",1,1,0,1,0,""
"CREB3L1","CREB3L1",1,1,0,1,0,""
"CREB3L2","CREB3L2",1,1,0,1,0,""
"CREB3L3","CREB3L3",1,1,0,1,0,""
"CREB3","CREB3",1,1,0,1,0,""
"LUC7L3","LUC7L3",1,1,0,1,0,""
"CRTC3","CRTC3",1,1,0,1,0,""
"EPB49","EPB49",1,1,0,1,0,""
"EPB42","EPB42",1,1,0,1,0,""
"FARP1","FARP1",1,1,0,1,0,""
"GPBAR1","GPBAR1",1,1,0,1,0,""
"GPHA2","GPHA2",1,1,0,1,0,""
"GPHB5","GPHB5",1,1,0,1,0,""
"HCN4","HCN4",1,1,0,2,0,""
"HRH4","HRH4",1,1,0,3,0,""
"PKIA","PKIA",1,1,0,1,0,""
"PKIB","PKIB",1,1,0,1,0,""
"PKIG","PKIG",1,1,0,1,0,""
"JDP2","JDP2",1,1,0,1,0,""
"PRKAR1B","PRKAR1B",1,1,0,1,0,""
"PRKAR2A","PRKAR2A",1,1,0,1,0,""
"PRKAR2B","PRKAR2B",1,1,0,1,0,""
"KCNA10","KCNA10",1,1,0,1,0,""
"KCNE3","KCNE3",1,1,0,3,0,""
"KCNH1","KCNH1",1,1,0,2,0,""
"KCNH3","KCNH3",1,1,0,1,0,""
"KCNH4","KCNH4",1,1,0,1,0,""
"KCNH5","KCNH5",1,1,0,1,0,""
"KCNH7","KCNH7",1,1,0,6,0,""
"KCNH8","KCNH8",1,1,0,1,0,""
"LZTS1","LZTS1",1,1,0,1,0,""
"MEIS1","MEIS1",1,1,0,1,0,""
"MRGPRD","MRGPRD",1,1,0,1,0,""
"MRGPRX2","MRGPRX2",1,1,0,1,0,""
"PDE4DIP","PDE4DIP",1,1,0,1,0,""
"SLC9A3R2","SLC9A3R2",1,1,0,1,0,""
"NONO","NONO",1,1,0,1,0,""
"PBX1","PBX1",1,1,0,1,0,""
"PTGER2","PTGER2",0.00321286960462218,0.162428407789233,0.333333333333333,3,2.51542713686358,"HMDB0001220, HMDB0001220"
"PDC","PDC",1,1,0,2,0,""
"PHOX2B","PHOX2B",1,1,0,1,0,""
"FXYD1","FXYD1",1,1,0,2,0,""
"PRUNE","PRUNE",1,1,0,9,0,""
"PTPN7","PTPN7",1,1,0,4,0,""
"RAP1B","RAP1B",1,1,0,1,0,""
"RAP2A","RAP2A",1,1,0,2,0,""
"NPVF","NPVF",1,1,0,1,0,""
"RHPN2","RHPN2",1,1,0,2,0,""
"RIC8B","RIC8B",1,1,0,4,0,""
"RXFP3","RXFP3",1,1,0,1,0,""
"RXFP4","RXFP4",1,1,0,2,0,""
"RAPGEF6","RAPGEF6",1,1,0,4,0,""
"RPS27","RPS27",1,1,0,1,0,""
"RXFP2","RXFP2",1,1,0,1,0,""
"SLCO4C1","SLCO4C1",1,1,0,4,0,""
"SPHKAP","SPHKAP",1,1,0,1,0,""
"SYNGAP1","SYNGAP1",1,1,0,1,0,""
"TMEM132A","TMEM132A",1,1,0,1,0,""
"ACE2","ACE2",1,1,0,6,0,""
"NPR3","NPR3",1,1,0,2,0,""
"BSND","BSND",1,1,0,1,0,""
"CTSC","CTSC",1,1,0,1,0,""
"CLCC1","CLCC1",1,1,0,1,0,""
"CLCNKA","CLCNKA",1,1,0,2,0,""
"CLCNKB","CLCNKB",1,1,0,2,0,""
"CLCN2","CLCN2",1,1,0,2,0,""
"CLCN3","CLCN3",1,1,0,1,0,""
"CLCN4","CLCN4",1,1,0,1,0,""
"CLCN5","CLCN5",1,1,0,1,0,""
"CLCN6","CLCN6",1,1,0,1,0,""
"CLCN7","CLCN7",1,1,0,1,0,""
"CLIC1","CLIC1",1,1,0,1,0,""
"CLIC2","CLIC2",1,1,0,1,0,""
"CLIC3","CLIC3",1,1,0,1,0,""
"CLIC4","CLIC4",1,1,0,1,0,""
"CLIC5","CLIC5",1,1,0,1,0,""
"CLIC6","CLIC6",1,1,0,1,0,""
"DEFB104A","DEFB104A",1,1,0,2,0,""
"FXYD3","FXYD3",1,1,0,1,0,""
"GABRA1","GABRA1",1,1,0,59,0,""
"GABRA2","GABRA2",1,1,0,43,0,""
"GABRA3","GABRA3",1,1,0,43,0,""
"GABRA4","GABRA4",1,1,0,33,0,""
"GABRA5","GABRA5",1,1,0,43,0,""
"GABRA6","GABRA6",1,1,0,32,0,""
"GABRB1","GABRB1",1,1,0,28,0,""
"GABRB2","GABRB2",1,1,0,26,0,""
"GABRB3","GABRB3",1,1,0,28,0,""
"GABRD","GABRD",1,1,0,25,0,""
"GABRE","GABRE",1,1,0,25,0,""
"GABRG1","GABRG1",1,1,0,25,0,""
"GABRG3","GABRG3",1,1,0,24,0,""
"GABRP","GABRP",1,1,0,24,0,""
"GABRR1","GABRR1",1,1,0,23,0,""
"GABRR2","GABRR2",1,1,0,23,0,""
"GABRR3","GABRR3",1,1,0,23,0,""
"GABRQ","GABRQ",1,1,0,16,0,""
"GLRA1","GLRA1",1,1,0,11,0,""
"GLRA2","GLRA2",1,1,0,4,0,""
"GLRA3","GLRA3",1,1,0,3,0,""
"GLRB","GLRB",1,1,0,3,0,""
"GOPC","GOPC",1,1,0,1,0,""
"CLNS1A","CLNS1A",1,1,0,1,0,""
"NOX3","NOX3",1,1,0,3,0,""
"OXSR1","OXSR1",1,1,0,4,0,""
"PDZK1","PDZK1",1,1,0,1,0,""
"SLC12A8","SLC12A8",1,1,0,1,0,""
"SLC6A19","SLC6A19",1,1,0,2,0,""
"SLC5A8","SLC5A8",1,1,0,2,0,""
"TTYH1","TTYH1",1,1,0,1,0,""
"TTYH2","TTYH2",1,1,0,1,0,""
"TTYH3","TTYH3",1,1,0,1,0,""
"WNK1","WNK1",1,1,0,5,0,""
"MAP1D","MAP1D",1,1,0,1,0,""
"METAP1","METAP1",1,1,0,4,0,""
"METAP2","METAP2",1,1,0,4,0,""
"CPM","CPM",1,1,0,1,0,""
"NUDT16","NUDT16",1,1,0,4,0,""
"APLP1","APLP1",1,1,0,2,0,""
"CCS","CCS",1,1,0,2,0,""
"COMMD1","COMMD1",1,1,0,1,0,""
"SLC31A1","SLC31A1",1,1,0,5,0,""
"SLC31A2","SLC31A2",1,1,0,3,0,""
"COX11","COX11",1,1,0,1,0,""
"COX17","COX17",1,1,0,1,0,""
"CMC1","CMC1",1,1,0,1,0,""
"CUTC","CUTC",1,1,0,1,0,""
"ENOX1","ENOX1",1,1,0,2,0,""
"HEPH","HEPH",1,1,0,2,0,""
"HEPHL1","HEPHL1",1,1,0,1,0,""
"LOXL1","LOXL1",1,1,0,1,0,""
"LOXL2","LOXL2",1,1,0,6,0,""
"LOXL3","LOXL3",1,1,0,1,0,""
"LOXL4","LOXL4",1,1,0,1,0,""
"MOXD2","MOXD2",1,1,0,1,0,""
"MT3","MT3",1,1,0,1,0,""
"MT4","MT4",1,1,0,1,0,""
"SCO1","SCO1",1,1,0,1,0,""
"SCO2","SCO2",1,1,0,1,0,""
"STEAP3","STEAP3",1,1,0,5,0,""
"ACADVL","ACADVL",1,1,0,35,0,""
"ACOXL","ACOXL",1,1,0,33,0,""
"AIFM2","AIFM2",1,1,0,1,0,""
"AIFM3","AIFM3",1,1,0,1,0,""
"GFER","GFER",1,1,0,3,0,""
"KDM1B","KDM1B",1,1,0,1,0,""
"CRY2","CRY2",1,1,0,1,0,""
"DUS1L","DUS1L",1,1,0,2,0,""
"DUS3L","DUS3L",1,1,0,2,0,""
"DUS4L","DUS4L",1,1,0,2,0,""
"ERO1L","ERO1L",1,1,0,1,0,""
"ERO1LB","ERO1LB",1,1,0,1,0,""
"FOXRED1","FOXRED1",1,1,0,1,0,""
"FOXRED2","FOXRED2",1,1,0,1,0,""
"KDM1A","KDM1A",1,1,0,1,0,""
"MICAL1","MICAL1",1,1,0,5,0,""
"MICAL2","MICAL2",1,1,0,5,0,""
"MICAL3","MICAL3",1,1,0,5,0,""
"MTO1","MTO1",1,1,0,1,0,""
"NDOR1","NDOR1",1,1,0,5,0,""
"NOX1","NOX1",1,1,0,4,0,""
"NOX4","NOX4",1,1,0,4,0,""
"IL4I1","IL4I1",0.889897016027962,1,0.111111111111111,18,3.00639442877175,"HMDB0000929, HMDB0000158"
"OXNAD1","OXNAD1",1,1,0,1,0,""
"PCYOX1","PCYOX1",1,1,0,7,0,""
"PCYOX1L","PCYOX1L",1,1,0,1,0,""
"PDP2","PDP2",1,1,0,6,0,""
"PYROXD1","PYROXD1",1,1,0,2,0,""
"QSOX1","QSOX1",1,1,0,4,0,""
"QSOX2","QSOX2",1,1,0,4,0,""
"RNLS","RNLS",1,1,0,1,0,""
"RETSAT","RETSAT",1,1,0,5,0,""
"SQRDL","SQRDL",1,1,0,1,0,""
"STEAP1","STEAP1",1,1,0,3,0,""
"STEAP2","STEAP2",1,1,0,3,0,""
"STEAP4","STEAP4",1,1,0,3,0,""
"IYD","IYD",0.160646414765265,1,0.142857142857143,7,2.29048103374973,"HMDB0000158"
"TYW1","TYW1",1,1,0,2,0,""
"TYW1B","TYW1B",1,1,0,2,0,""
"ABR","ABR",1,1,0,1,0,""
"ACSM6","ACSM6",1,1,0,45,0,""
"ARL2BP","ARL2BP",1,1,0,1,0,""
"ARF3","ARF3",1,1,0,1,0,""
"ARF4","ARF4",1,1,0,1,0,""
"ARF5","ARF5",1,1,0,1,0,""
"ARF6","ARF6",1,1,0,1,0,""
"ARFGAP1","ARFGAP1",1,1,0.025092936802974,1076,2.9267275068443,"HMDB0007937, HMDB0008033, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"ARFGAP2","ARFGAP2",1,1,0,1,0,""
"ARFGAP3","ARFGAP3",1,1,0,1,0,""
"ARFIP1","ARFIP1",1,1,0,1,0,""
"ARFIP2","ARFIP2",1,1,0,1,0,""
"ARHGEF2","ARHGEF2",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"NET1","NET1",1,1,0,3,0,""
"ARL17A","ARL17A",1,1,0,1,0,""
"ARL4C","ARL4C",1,1,0,1,0,""
"ARL5B","ARL5B",1,1,0,1,0,""
"ARL5C","ARL5C",1,1,0,1,0,""
"BAIAP2","BAIAP2",1,1,0,1,0,""
"ARFGEF1","ARFGEF1",1,1,0,1,0,""
"ARFGEF2","ARFGEF2",1,1,0,1,0,""
"CDC42EP2","CDC42EP2",1,1,0,1,0,""
"CDC42EP3","CDC42EP3",1,1,0,1,0,""
"CDC42EP5","CDC42EP5",1,1,0,1,0,""
"CDC42EP4","CDC42EP4",1,1,0,1,0,""
"CDC42EP1","CDC42EP1",1,1,0,1,0,""
"CDC42SE1","CDC42SE1",1,1,0,1,0,""
"CDC42SE2","CDC42SE2",1,1,0,1,0,""
"CCPG1","CCPG1",1,1,0,3,0,""
"ACAP1","ACAP1",1,1,0,392,0,""
"TRIP10","TRIP10",1,1,0,125,0,""
"COPA","COPA",1,1,0,1,0,""
"COPB2","COPB2",1,1,0,1,0,""
"COPB1","COPB1",1,1,0,1,0,""
"ARCN1","ARCN1",1,1,0,1,0,""
"COPE","COPE",1,1,0,1,0,""
"COPG2","COPG2",1,1,0,1,0,""
"COPG","COPG",1,1,0,1,0,""
"COPZ1","COPZ1",1,1,0,1,0,""
"CYFIP1","CYFIP1",1,1,0,1,0,""
"CYTH1","CYTH1",1,1,0,1,0,""
"CYTH2","CYTH2",1,1,0,1,0,""
"CYTH3","CYTH3",1,1,0,1,0,""
"CYTH4","CYTH4",1,1,0,1,0,""
"DAAM1","DAAM1",1,1,0,1,0,""
"PREX2","PREX2",1,1,0,3,0,""
"DIAPH1","DIAPH1",1,1,0,1,0,""
"DIAPH2","DIAPH2",1,1,0,1,0,""
"DIAPH3","DIAPH3",1,1,0,1,0,""
"DIRAS1","DIRAS1",1,1,0,1,0,""
"DIRAS2","DIRAS2",1,1,0,1,0,""
"DNM1L","DNM1L",1,1,0,5,0,""
"DOCK10","DOCK10",1,1,0,3,0,""
"DOCK11","DOCK11",1,1,0,1,0,""
"DOCK1","DOCK1",1,1,0,3,0,""
"DOCK2","DOCK2",1,1,0,3,0,""
"DOCK3","DOCK3",1,1,0,3,0,""
"DOCK4","DOCK4",1,1,0,3,0,""
"DOCK5","DOCK5",1,1,0,3,0,""
"DOCK6","DOCK6",1,1,0,3,0,""
"DOCK7","DOCK7",1,1,0,3,0,""
"DOCK8","DOCK8",1,1,0,3,0,""
"DOCK9","DOCK9",1,1,0,1,0,""
"DRG1","DRG1",1,1,0,1,0,""
"DRG2","DRG2",1,1,0,1,0,""
"DNM1","DNM1",1,1,0,5,0,""
"DNM2","DNM2",1,1,0,5,0,""
"DNM3","DNM3",1,1,0,4,0,""
"EEF1AL3","EEF1AL3",1,1,0,1,0,""
"EEF1B2","EEF1B2",1,1,0,1,0,""
"EEF1D","EEF1D",1,1,0,1,0,""
"GFM1","GFM1",1,1,0,4,0,""
"GFM2","GFM2",1,1,0,4,0,""
"TSFM","TSFM",1,1,0,1,0,""
"TUFM","TUFM",1,1,0,4,0,""
"EHD2","EHD2",1,1,0,1,0,""
"EIF2B1","EIF2B1",1,1,0,1,0,""
"EIF2B2","EIF2B2",1,1,0,1,0,""
"EIF2B4","EIF2B4",1,1,0,1,0,""
"EIF2B5","EIF2B5",1,1,0,1,0,""
"EIF2B3","EIF2B3",1,1,0,1,0,""
"EIF2A","EIF2A",1,1,0,1,0,""
"ERAL1","ERAL1",1,1,0,1,0,""
"ETF1","ETF1",1,1,0,1,0,""
"GSPT1","GSPT1",1,1,0,1,0,""
"GSPT2","GSPT2",1,1,0,1,0,""
"EFTUD1","EFTUD1",1,1,0,4,0,""
"EXOC2","EXOC2",1,1,0,3,0,""
"EXOC7","EXOC7",1,1,0,1,0,""
"EXOC8","EXOC8",1,1,0,1,0,""
"FNBP1L","FNBP1L",1,1,0,125,0,""
"FBXO8","FBXO8",1,1,0,1,0,""
"FGD1","FGD1",1,1,0,1,0,""
"FGD2","FGD2",1,1,0,1,0,""
"FGD3","FGD3",1,1,0,1,0,""
"FGD4","FGD4",1,1,0,1,0,""
"FGD5","FGD5",1,1,0,1,0,""
"FGD6","FGD6",1,1,0,1,0,""
"FNBP1","FNBP1",1,1,0,125,0,""
"GAPVD1","GAPVD1",1,1,0,3,0,""
"GNB1","GNB1",1,1,0,3,0,""
"GNB2","GNB2",1,1,0,3,0,""
"GNB3","GNB3",1,1,0,3,0,""
"GNB4","GNB4",1,1,0,3,0,""
"GNB5","GNB5",1,1,0,3,0,""
"GBF1","GBF1",1,1,0,1,0,""
"GNG10","GNG10",1,1,0,3,0,""
"GNG12","GNG12",1,1,0,3,0,""
"GNG13","GNG13",1,1,0,3,0,""
"GNGT1","GNGT1",1,1,0,3,0,""
"GNG3","GNG3",1,1,0,3,0,""
"GNG4","GNG4",1,1,0,3,0,""
"GNG5","GNG5",1,1,0,3,0,""
"GNG7","GNG7",1,1,0,3,0,""
"GNG8","GNG8",1,1,0,3,0,""
"GNGT2","GNGT2",1,1,0,3,0,""
"GBP1","GBP1",1,1,0,1,0,""
"GBP2","GBP2",1,1,0,1,0,""
"GBP3","GBP3",1,1,0,1,0,""
"GBP4","GBP4",1,1,0,1,0,""
"GBP6","GBP6",1,1,0,1,0,""
"GBP7","GBP7",1,1,0,1,0,""
"GGA1","GGA1",1,1,0,1,0,""
"GGA2","GGA2",1,1,0,1,0,""
"GGA3","GGA3",1,1,0,1,0,""
"GIMAP1","GIMAP1",1,1,0,2,0,""
"GIMAP2","GIMAP2",1,1,0,2,0,""
"GIMAP4","GIMAP4",1,1,0,3,0,""
"GIMAP5","GIMAP5",1,1,0,2,0,""
"GIMAP6","GIMAP6",1,1,0,2,0,""
"GIMAP7","GIMAP7",1,1,0,2,0,""
"GIMAP8","GIMAP8",1,1,0,2,0,""
"RALGDS","RALGDS",1,1,0,1,0,""
"GNL1","GNL1",1,1,0,3,0,""
"GNL3","GNL3",1,1,0,1,0,""
"GNL3L","GNL3L",1,1,0,1,0,""
"BLZF1","BLZF1",1,1,0,1,0,""
"GOLGA2","GOLGA2",1,1,0,1,0,""
"GOLGA5","GOLGA5",1,1,0,1,0,""
"RASGRP4","RASGRP4",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"GTPBP1","GTPBP1",1,1,0,1,0,""
"GTPBP2","GTPBP2",1,1,0,1,0,""
"GTPBP3","GTPBP3",1,1,0,1,0,""
"GTPBP5","GTPBP5",1,1,0,1,0,""
"GTPBP6","GTPBP6",1,1,0,1,0,""
"GTPBP10","GTPBP10",1,1,0,1,0,""
"GUF1","GUF1",1,1,0,4,0,""
"GULP1","GULP1",1,1,0,1,0,""
"HBS1L","HBS1L",1,1,0,1,0,""
"HERC1","HERC1",1,1,0,7,0,""
"HHAT","HHAT",1,1,0,1,0,""
"EIF2S2","EIF2S2",1,1,0,1,0,""
"EIF2S3","EIF2S3",1,1,0,1,0,""
"EIF2S3L","EIF2S3L",1,1,0,1,0,""
"MTIF2","MTIF2",1,1,0,1,0,""
"EIF5","EIF5",1,1,0,3,0,""
"IRGC","IRGC",1,1,0,4,0,""
"KPNA1","KPNA1",1,1,0,1,0,""
"KPNA2","KPNA2",1,1,0,1,0,""
"KPNA3","KPNA3",1,1,0,1,0,""
"KPNA4","KPNA4",1,1,0,1,0,""
"KPNA5","KPNA5",1,1,0,1,0,""
"KPNA6","KPNA6",1,1,0,1,0,""
"KPNB1","KPNB1",1,1,0,1,0,""
"IPO11","IPO11",1,1,0,1,0,""
"IPO13","IPO13",1,1,0,1,0,""
"IPO4","IPO4",1,1,0,1,0,""
"IPO5","IPO5",1,1,0,1,0,""
"IPO7","IPO7",1,1,0,1,0,""
"IPO8","IPO8",1,1,0,1,0,""
"IPO9","IPO9",1,1,0,1,0,""
"IQSEC1","IQSEC1",1,1,0,3,0,""
"IQGAP1","IQGAP1",1,1,0,1,0,""
"KALRN","KALRN",1,1,0,2,0,""
"NKIRAS1","NKIRAS1",1,1,0,1,0,""
"NKIRAS2","NKIRAS2",1,1,0,1,0,""
"KIF20A","KIF20A",1,1,0,1,0,""
"LRRK1","LRRK1",1,1,0,5,0,""
"LSG1","LSG1",1,1,0,1,0,""
"MADD","MADD",1,1,0,2,0,""
"MCF2L","MCF2L",1,1,0,3,0,""
"MLPH","MLPH",1,1,0,2,0,""
"MFN1","MFN1",1,1,0,4,0,""
"MFN2","MFN2",1,1,0,4,0,""
"RANGRF","RANGRF",1,1,0,1,0,""
"CDC42BPA","CDC42BPA",1,1,0.00078125,1280,2.50718854956572,"HMDB0056293"
"CDC42BPB","CDC42BPB",1,1,0.00078125,1280,2.50718854956572,"HMDB0056293"
"CDC42BPG","CDC42BPG",1,1,0.00078003120124805,1282,2.50718854956572,"HMDB0056293"
"MTG1","MTG1",1,1,0,1,0,""
"MYRIP","MYRIP",1,1,0,1,0,""
"GTPBP4","GTPBP4",1,1,0,1,0,""
"GNL2","GNL2",1,1,0,1,0,""
"NOL8","NOL8",1,1,0,1,0,""
"NXT1","NXT1",1,1,0,1,0,""
"OAS3","OAS3",1,1,0,1,0,""
"OLA1","OLA1",1,1,0,5,0,""
"OPHN1","OPHN1",1,1,0,1,0,""
"PI4K2B","PI4K2B",1,1,0,1,0,""
"PABPN1","PABPN1",1,1,0,1,0,""
"PAK1","PAK1",1,1,0,4,0,""
"PARD6A","PARD6A",1,1,0,1,0,""
"PARD6B","PARD6B",1,1,0,1,0,""
"PARD6G","PARD6G",1,1,0,1,0,""
"PARD3","PARD3",1,1,0,1,0,""
"PDCL","PDCL",1,1,0,1,0,""
"PICK1","PICK1",1,1,0,1,0,""
"PLXNB1","PLXNB1",1,1,0,1,0,""
"DENND5A","DENND5A",1,1,0,1,0,""
"RAB15","RAB15",1,1,0,1,0,""
"RAB1B","RAB1B",1,1,0,1,0,""
"RAB5A","RAB5A",1,1,0,3,0,""
"RAB5B","RAB5B",1,1,0,3,0,""
"RABEP1","RABEP1",1,1,0,1,0,""
"RABEP2","RABEP2",1,1,0,1,0,""
"RABEPK","RABEPK",1,1,0,1,0,""
"RABGEF1","RABGEF1",1,1,0,1,0,""
"RAC3","RAC3",1,1,0,1,0,""
"RASIP1","RASIP1",1,1,0,1,0,""
"RANBP3","RANBP3",1,1,0,3,0,""
"RANBP9","RANBP9",1,1,0,1,0,""
"RANBP1","RANBP1",1,1,0,1,0,""
"RAP2B","RAP2B",1,1,0,1,0,""
"ERAS","ERAS",1,1,0,1,0,""
"RASEF","RASEF",1,1,0,1,0,""
"RASSF2","RASSF2",1,1,0,1,0,""
"RASSF4","RASSF4",1,1,0,1,0,""
"KRAS","KRAS",1,1,0,1,0,""
"NRAS","NRAS",1,1,0,1,0,""
"RAB3GAP1","RAB3GAP1",1,1,0,1,0,""
"ERC1","ERC1",1,1,0,1,0,""
"RAB3GAP2","RAB3GAP2",1,1,0,1,0,""
"RBM4","RBM4",1,1,0,1,0,""
"ZFYVE20","ZFYVE20",1,1,0,1,0,""
"RANBP17","RANBP17",1,1,0,1,0,""
"RANBP2","RANBP2",1,1,0,1,0,""
"RCC1","RCC1",1,1,0,1,0,""
"RHEBL1","RHEBL1",1,1,0,1,0,""
"REM2","REM2",1,1,0,1,0,""
"REP15","REP15",1,1,0,1,0,""
"RERG","RERG",1,1,0,1,0,""
"RAB11FIP2","RAB11FIP2",1,1,0,13,0,""
"RAB11FIP4","RAB11FIP4",1,1,0,1,0,""
"RAB11FIP5","RAB11FIP5",1,1,0,1,0,""
"RGL2","RGL2",1,1,0,3,0,""
"RGL3","RGL3",1,1,0,3,0,""
"RGPD8","RGPD8",1,1,0,1,0,""
"RASGRF1","RASGRF1",1,1,0,1,0,""
"RHEB","RHEB",1,1,0,1,0,""
"RASD2","RASD2",1,1,0,1,0,""
"ARHGAP21","ARHGAP21",1,1,0,1,0,""
"RHOD","RHOD",1,1,0,1,0,""
"RHOF","RHOF",1,1,0,1,0,""
"RHOJ","RHOJ",1,1,0,1,0,""
"RHPN1","RHPN1",1,1,0,1,0,""
"RIC8A","RIC8A",1,1,0,3,0,""
"RIMS2","RIMS2",1,1,0,1,0,""
"RIN1","RIN1",1,1,0,3,0,""
"RIN2","RIN2",1,1,0,3,0,""
"RIN3","RIN3",1,1,0,3,0,""
"RIT1","RIT1",1,1,0,3,0,""
"RIT2","RIT2",1,1,0,3,0,""
"RND3","RND3",1,1,0,1,0,""
"PHAX","PHAX",1,1,0,1,0,""
"RAPGEF5","RAPGEF5",1,1,0,3,0,""
"RPH3AL","RPH3AL",1,1,0,1,0,""
"RRAGA","RRAGA",1,1,0,3,0,""
"RRAGB","RRAGB",1,1,0,3,0,""
"RRAGC","RRAGC",1,1,0,3,0,""
"RRAGD","RRAGD",1,1,0,3,0,""
"RRAS2","RRAS2",1,1,0,1,0,""
"RTKN","RTKN",1,1,0,1,0,""
"RUFY1","RUFY1",1,1,0,1,0,""
"RUNDC3A","RUNDC3A",1,1,0,1,0,""
"SAR1A","SAR1A",1,1,0,1,0,""
"SBDS","SBDS",1,1,0,1,0,""
"SEC16A","SEC16A",1,1,0,1,0,""
"SCAP","SCAP",1,1,0,1,0,""
"SEPT10","SEPT10",1,1,0,1,0,""
"SGEF","SGEF",1,1,0,1,0,""
"SH3RF1","SH3RF1",1,1,0,1,0,""
"SOS1","SOS1",1,1,0,1,0,""
"SOS2","SOS2",1,1,0,1,0,""
"SPAG1","SPAG1",1,1,0,1,0,""
"SPRY4","SPRY4",1,1,0,1,0,""
"SERGEF","SERGEF",1,1,0,5,0,""
"SRP54","SRP54",1,1,0,1,0,""
"SRPR","SRPR",1,1,0,1,0,""
"SRY","SRY",1,1,0,1,0,""
"STAU2","STAU2",1,1,0,1,0,""
"STXBP1","STXBP1",1,1,0,1,0,""
"SYTL1","SYTL1",1,1,0,1,0,""
"SYTL2","SYTL2",1,1,0,1,0,""
"SYTL5","SYTL5",1,1,0,1,0,""
"TUBA1A","TUBA1A",1,1,0,4,0,""
"TUBA1B","TUBA1B",1,1,0,1,0,""
"TUBA1C","TUBA1C",1,1,0,1,0,""
"TUBA3C","TUBA3C",1,1,0,1,0,""
"TUBA3E","TUBA3E",1,1,0,1,0,""
"TUBA4A","TUBA4A",1,1,0,4,0,""
"TUBA8","TUBA8",1,1,0,1,0,""
"TUBAL3","TUBAL3",1,1,0,1,0,""
