"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","IEM1","mz","rt","isotopes","adduct","mass","zscore"
"6264",17.4304481910247,17.4487935674277,17.3010606374791,17.3410440923268,16.1699925015208,17.084605460359,17.4725682185683,17.5251018142679,16.9036341609755,16.7029662456947,13.8803567686013,471.119597534632,732.957885742188,"[895][M]-","[M+Cl]- 436.15 [M-H]- 472.127","436.15;472.127",-2.78062194006769
"6271",15.2228487352563,16.0308501247476,14.5270493381072,15.7619165959878,15.6211820735225,15.3235021973851,14.9695197072094,16.6908003014687,14.2279100842912,15.8111756010077,13.0643419658404,471.194350107353,936.481567382812,"","","471.194350107353",-2.16126174567424
"6289",12.4547477207758,12.9145639329384,12.4478156856703,12.511299460364,12.7943225226483,12.4517339586311,12.3534339234689,12.4946127836166,13.1176339913741,12.8202659954429,11.8730171197308,472.387318657593,1094.09625244141,"","","472.387318657593",-2.07690660458965
"6296",12.0109505731424,11.5741731961117,10.8207109576931,11.6443720013092,12.3291911919164,11.8100905928603,11.451705483256,11.0082754146758,11.6029921475938,11.7372192604011,13.294913705404,473.125923411714,756.824096679688,"","","473.125923411714",2.33484018714585
"6307",15.6701751103092,15.5766337073568,15.4169068615656,15.0922726011516,13.0415977559728,15.2586909810304,15.8260570883743,16.4054727520869,13.8592355661486,14.2952697117771,6.71431031163927,473.210496651745,733.205383300781,"[907][M]-","[2M-2H+Na]- 226.118","226.118",-2.81470520585584
"6328",12.8618041492712,13.0020164784288,12.9624580195962,13.0819056932543,13.0275167009028,13.031084531434,13.5331487289032,13.2553448273668,13.6198379291956,13.6289607768566,11.8867417650268,474.169453058299,666.328369140625,"","","474.169453058299",-2.476537202429
"6366",13.1071126957678,13.3741337413196,13.4108944893029,13.434455103118,13.3005476233708,13.3849625656823,13.685511996599,13.3503523667059,13.983673701058,14.2200971876954,12.4266634920569,477.246631346208,798.91999999998,"","","477.246631346208",-2.16107102124553
"6419",13.6221929204226,13.6625672838223,13.5367706501494,13.5339154623701,12.5118231960234,13.7601271450741,13.9167235933947,13.9585618124616,13.4308967723478,13.3718439429555,8.36969506600546,481.075211474377,733.039520263672,"","[M-H+Cl]2- 928.175 [M-2H]2- 964.15","928.175;964.15",-2.92676739043495
"6475",11.8052222106035,11.2213351374025,11.988256086824,12.3149478255309,12.1529712714845,12.2578946090257,12.6726270984224,12.3542334554806,12.791926941854,12.3496713674695,10.7096403265242,485.359097541886,718.730773925781,"","[2M-H]- 243.184","243.184",-2.18706287083016
"6479",14.0420640584559,14.2167182231384,14.1642782754388,14.2305144212695,13.887852539352,13.7331657732923,13.9033463783979,13.8098467055577,14.235050137824,13.9907761377518,13.4843453317315,485.394876216989,978.245971679688,"[944][M]-","[M-H-CO2]- 530.392","530.392",-2.04289844541183
"6684",12.7042374136748,12.4604291381162,12.4417282927342,12.6092970894234,12.5276184201261,12.1714892136777,12.0670674229892,11.9345176960378,12.3417778028712,12.1225515840424,11.3831323975934,500.296073460438,1142.32935595704,"","","500.296073460438",-2.31290445115021
